common_voice_ky_18422965.wav	61824	16000
common_voice_ky_18429158.wav	81024	16000
common_voice_ky_18429157.wav	96384	16000
common_voice_ky_18429934.wav	63744	16000
common_voice_ky_18429958.wav	65664	16000
common_voice_ky_18429961.wav	84864	16000
common_voice_ky_18429960.wav	100224	16000
common_voice_ky_18429979.wav	81024	16000
common_voice_ky_18429978.wav	77184	16000
common_voice_ky_18429982.wav	67584	16000
common_voice_ky_18429980.wav	96384	16000
common_voice_ky_18430001.wav	66816	16000
common_voice_ky_18430000.wav	79104	16000
common_voice_ky_18430442.wav	61824	16000
common_voice_ky_18430569.wav	63744	16000
common_voice_ky_18430592.wav	65664	16000
common_voice_ky_18430679.wav	96384	16000
common_voice_ky_18431530.wav	80640	16000
common_voice_ky_18431529.wav	85248	16000
common_voice_ky_18431552.wav	67200	16000
common_voice_ky_18431558.wav	68352	16000
common_voice_ky_18431566.wav	70656	16000
common_voice_ky_18431559.wav	67200	16000
common_voice_ky_18431572.wav	84096	16000
common_voice_ky_18431611.wav	105984	16000
common_voice_ky_18431599.wav	81024	16000
common_voice_ky_18431603.wav	62976	16000
common_voice_ky_18431593.wav	74112	16000
common_voice_ky_18431608.wav	73344	16000
common_voice_ky_18431606.wav	84480	16000
common_voice_ky_18431607.wav	78336	16000
common_voice_ky_18431617.wav	59904	16000
common_voice_ky_18431619.wav	68352	16000
common_voice_ky_18431621.wav	59520	16000
common_voice_ky_18431627.wav	54528	16000
common_voice_ky_18431628.wav	66816	16000
common_voice_ky_18431636.wav	55296	16000
common_voice_ky_18431635.wav	81024	16000
common_voice_ky_18431646.wav	77568	16000
common_voice_ky_18431656.wav	51456	16000
common_voice_ky_18431661.wav	83328	16000
common_voice_ky_18431647.wav	59520	16000
common_voice_ky_18431664.wav	91392	16000
common_voice_ky_18431678.wav	81792	16000
common_voice_ky_18431701.wav	106368	16000
common_voice_ky_18431705.wav	82944	16000
common_voice_ky_18431716.wav	81792	16000
common_voice_ky_18431718.wav	54528	16000
common_voice_ky_18431720.wav	61056	16000
common_voice_ky_18431731.wav	61824	16000
common_voice_ky_18431745.wav	61440	16000
common_voice_ky_18431743.wav	72960	16000
common_voice_ky_18431758.wav	72576	16000
common_voice_ky_18431774.wav	57600	16000
common_voice_ky_18431769.wav	57216	16000
common_voice_ky_18431788.wav	64896	16000
common_voice_ky_18431777.wav	78720	16000
common_voice_ky_18431779.wav	77952	16000
common_voice_ky_18431789.wav	61056	16000
common_voice_ky_18431828.wav	68352	16000
common_voice_ky_18431806.wav	84096	16000
common_voice_ky_18431808.wav	77952	16000
common_voice_ky_18431822.wav	77568	16000
common_voice_ky_18431836.wav	48384	16000
common_voice_ky_18431861.wav	61440	16000
common_voice_ky_18431864.wav	82560	16000
common_voice_ky_18431862.wav	59520	16000
common_voice_ky_18431880.wav	81792	16000
common_voice_ky_18431870.wav	66816	16000
common_voice_ky_18431878.wav	54144	16000
common_voice_ky_18431869.wav	62208	16000
common_voice_ky_18431868.wav	66816	16000
common_voice_ky_18431882.wav	124416	16000
common_voice_ky_18431888.wav	64512	16000
common_voice_ky_18431892.wav	54528	16000
common_voice_ky_18431899.wav	80640	16000
common_voice_ky_18431904.wav	69888	16000
common_voice_ky_18431907.wav	67200	16000
common_voice_ky_18431903.wav	52224	16000
common_voice_ky_18431906.wav	72192	16000
common_voice_ky_18431937.wav	41856	16000
common_voice_ky_18431936.wav	81408	16000
common_voice_ky_18431940.wav	80640	16000
common_voice_ky_18431950.wav	75264	16000
common_voice_ky_18431951.wav	66816	16000
common_voice_ky_18431955.wav	57216	16000
common_voice_ky_18431954.wav	70272	16000
common_voice_ky_18431957.wav	77184	16000
common_voice_ky_18431959.wav	61824	16000
common_voice_ky_18431991.wav	84480	16000
common_voice_ky_18431966.wav	65280	16000
common_voice_ky_18431968.wav	65280	16000
common_voice_ky_18431973.wav	59904	16000
common_voice_ky_18431975.wav	71424	16000
common_voice_ky_18431977.wav	59904	16000
common_voice_ky_18431980.wav	79104	16000
common_voice_ky_18431987.wav	77952	16000
common_voice_ky_18431985.wav	69888	16000
common_voice_ky_18431989.wav	72960	16000
common_voice_ky_18431984.wav	64128	16000
common_voice_ky_18432018.wav	66432	16000
common_voice_ky_18432000.wav	82944	16000
common_voice_ky_18432015.wav	67584	16000
common_voice_ky_18432009.wav	49920	16000
common_voice_ky_18432004.wav	76032	16000
common_voice_ky_18432011.wav	61440	16000
common_voice_ky_18432016.wav	74112	16000
common_voice_ky_18432047.wav	68352	16000
common_voice_ky_18432020.wav	81024	16000
common_voice_ky_18432024.wav	72576	16000
common_voice_ky_18432027.wav	52992	16000
common_voice_ky_18432038.wav	70656	16000
common_voice_ky_18432036.wav	73344	16000
common_voice_ky_18432040.wav	61824	16000
common_voice_ky_18432039.wav	70272	16000
common_voice_ky_18432041.wav	51072	16000
common_voice_ky_18432074.wav	57216	16000
common_voice_ky_18432048.wav	53376	16000
common_voice_ky_18432051.wav	70656	16000
common_voice_ky_18432052.wav	62592	16000
common_voice_ky_18432049.wav	68352	16000
common_voice_ky_18432061.wav	55296	16000
common_voice_ky_18432065.wav	52224	16000
common_voice_ky_18432062.wav	82560	16000
common_voice_ky_18432066.wav	80640	16000
common_voice_ky_18432067.wav	56064	16000
common_voice_ky_18432076.wav	64896	16000
common_voice_ky_18432075.wav	57216	16000
common_voice_ky_18432085.wav	74880	16000
common_voice_ky_18432087.wav	78720	16000
common_voice_ky_18432092.wav	74496	16000
common_voice_ky_18432095.wav	70272	16000
common_voice_ky_18432099.wav	83712	16000
common_voice_ky_18432102.wav	67584	16000
common_voice_ky_18432116.wav	85632	16000
common_voice_ky_18432123.wav	64896	16000
common_voice_ky_18432117.wav	54912	16000
common_voice_ky_18432125.wav	58752	16000
common_voice_ky_18432134.wav	80640	16000
common_voice_ky_18432132.wav	75648	16000
common_voice_ky_18432130.wav	72576	16000
common_voice_ky_18432145.wav	66816	16000
common_voice_ky_18432146.wav	62592	16000
common_voice_ky_18432151.wav	92160	16000
common_voice_ky_18432148.wav	71040	16000
common_voice_ky_18432149.wav	51072	16000
common_voice_ky_18432152.wav	74496	16000
